CustomerID,Cluster,is_noise
14885,-1,True
14887,-1,True
14904,-1,True
14946,-1,True
14957,-1,True
14973,-1,True
14997,-1,True
15043,-1,True
15061,-1,True
15070,-1,True
15098,-1,True
15100,-1,True
15118,-1,True
15171,-1,True
15178,-1,True
15195,-1,True
15216,-1,True
15221,-1,True
15222,-1,True
15257,-1,True
15267,-1,True
15269,-1,True
15270,-1,True
15280,-1,True
15286,-1,True
15299,-1,True
15311,-1,True
15313,-1,True
15316,-1,True
15318,-1,True
15325,-1,True
15330,-1,True
15361,-1,True
15372,-1,True
15389,-1,True
15442,-1,True
15465,-1,True
15473,-1,True
15488,-1,True
15502,-1,True
15503,-1,True
15504,-1,True
15510,-1,True
15516,-1,True
15522,-1,True
15524,-1,True
15541,-1,True
15552,-1,True
15562,-1,True
15581,-1,True
15587,-1,True
15603,-1,True
15607,-1,True
15649,-1,True
15653,-1,True
15657,-1,True
15661,-1,True
15668,-1,True
15674,-1,True
15679,-1,True
15691,-1,True
15694,-1,True
15744,-1,True
15749,-1,True
15753,-1,True
15769,-1,True
15797,-1,True
15802,-1,True
15823,-1,True
15834,-1,True
15838,-1,True
15863,-1,True
15935,-1,True
15940,-1,True
15945,-1,True
15971,-1,True
15992,-1,True
16000,-1,True
16007,-1,True
16013,-1,True
16015,-1,True
16024,-1,True
16026,-1,True
16027,-1,True
16029,-1,True
16041,-1,True
16073,-1,True
16078,-1,True
16093,-1,True
16107,-1,True
16144,-1,True
16148,-1,True
16162,-1,True
16180,-1,True
16243,-1,True
16257,-1,True
16276,-1,True
16308,-1,True
16323,-1,True
16333,-1,True
16344,-1,True
16349,-1,True
16377,-1,True
16422,-1,True
16429,-1,True
16446,-1,True
16454,-1,True
16462,-1,True
16500,-1,True
16504,-1,True
16505,-1,True
16523,-1,True
16532,-1,True
16565,-1,True
16659,-1,True
16666,-1,True
16671,-1,True
16684,-1,True
16692,-1,True
16698,-1,True
16715,-1,True
16716,-1,True
16730,-1,True
16737,-1,True
16738,-1,True
16742,-1,True
16754,-1,True
16765,-1,True
16856,-1,True
16872,-1,True
16878,-1,True
16881,-1,True
16891,-1,True
16915,-1,True
16953,-1,True
16971,-1,True
16976,-1,True
16986,-1,True
16989,-1,True
16990,-1,True
17015,-1,True
17017,-1,True
17022,-1,True
17029,-1,True
17044,-1,True
17079,-1,True
17102,-1,True
17114,-1,True
17172,-1,True
17186,-1,True
17205,-1,True
17263,-1,True
17268,-1,True
17291,-1,True
17306,-1,True
17317,-1,True
17331,-1,True
17337,-1,True
17347,-1,True
17353,-1,True
17356,-1,True
17379,-1,True
17381,-1,True
17389,-1,True
17391,-1,True
17396,-1,True
17406,-1,True
17408,-1,True
17414,-1,True
17427,-1,True
17440,-1,True
17450,-1,True
17500,-1,True
17511,-1,True
17536,-1,True
17553,-1,True
17585,-1,True
17602,-1,True
17616,-1,True
17674,-1,True
17709,-1,True
17715,-1,True
17723,-1,True
17744,-1,True
17747,-1,True
17750,-1,True
17752,-1,True
17763,-1,True
17772,-1,True
17775,-1,True
17816,-1,True
17817,-1,True
17831,-1,True
17832,-1,True
17836,-1,True
17841,-1,True
17846,-1,True
17857,-1,True
17869,-1,True
17891,-1,True
17896,-1,True
17923,-1,True
17925,-1,True
17929,-1,True
17940,-1,True
17941,-1,True
17942,-1,True
17948,-1,True
17949,-1,True
17956,-1,True
17957,-1,True
17960,-1,True
17986,-1,True
17995,-1,True
18013,-1,True
18015,-1,True
18017,-1,True
18019,-1,True
18034,-1,True
18037,-1,True
18068,-1,True
18079,-1,True
18080,-1,True
18084,-1,True
18087,-1,True
18102,-1,True
18113,-1,True
18117,-1,True
18133,-1,True
18139,-1,True
18174,-1,True
18184,-1,True
18194,-1,True
18220,-1,True
18233,-1,True
18246,-1,True
18251,-1,True
18268,-1,True
12747,0,False
12749,0,False
12820,0,False
12821,0,False
12822,0,False
12824,0,False
12826,0,False
12827,0,False
12828,0,False
12829,0,False
12831,0,False
12832,0,False
12833,0,False
12834,0,False
12836,0,False
12838,0,False
12839,0,False
12840,0,False
12841,0,False
12842,0,False
12843,0,False
12844,0,False
12845,0,False
12849,0,False
12851,0,False
12852,0,False
12853,0,False
12854,0,False
12856,0,False
12857,0,False
12863,0,False
12868,0,False
12871,0,False
12872,0,False
12873,0,False
12877,0,False
12878,0,False
12879,0,False
12882,0,False
12883,0,False
12885,0,False
12886,0,False
12888,0,False
12890,0,False
12893,0,False
12895,0,False
12897,0,False
12902,0,False
12904,0,False
12906,0,False
12909,0,False
12910,0,False
12912,0,False
12913,0,False
12915,0,False
12916,0,False
12919,0,False
12920,0,False
12921,0,False
12922,0,False
12923,0,False
12924,0,False
12925,0,False
12928,0,False
12929,0,False
12930,0,False
12933,0,False
12935,0,False
12936,0,False
12937,0,False
12938,0,False
12940,0,False
12942,0,False
12944,0,False
12945,0,False
12947,0,False
12948,0,False
12949,0,False
12950,0,False
12951,0,False
12952,0,False
12953,0,False
12955,0,False
12956,0,False
12957,0,False
12962,0,False
12963,0,False
12965,0,False
12966,0,False
12967,0,False
12968,0,False
12970,0,False
12971,0,False
12974,0,False
12976,0,False
12981,0,False
12982,0,False
12984,0,False
12985,0,False
12987,0,False
12988,0,False
12989,0,False
12990,0,False
12991,0,False
12993,0,False
12994,0,False
12997,0,False
12999,0,False
13000,0,False
13001,0,False
13002,0,False
13003,0,False
13004,0,False
13005,0,False
13006,0,False
13008,0,False
13012,0,False
13013,0,False
13014,0,False
13015,0,False
13016,0,False
13018,0,False
13021,0,False
13023,0,False
13028,0,False
13029,0,False
13030,0,False
13032,0,False
13033,0,False
13034,0,False
13035,0,False
13037,0,False
13038,0,False
13040,0,False
13043,0,False
13044,0,False
13045,0,False
13046,0,False
13047,0,False
13048,0,False
13049,0,False
13050,0,False
13052,0,False
13055,0,False
13058,0,False
13059,0,False
13060,0,False
13061,0,False
13062,0,False
13064,0,False
13065,0,False
13066,0,False
13067,0,False
13069,0,False
13070,0,False
13072,0,False
13075,0,False
13077,0,False
13078,0,False
13079,0,False
13082,0,False
13083,0,False
13085,0,False
13090,0,False
13091,0,False
13092,0,False
13093,0,False
13097,0,False
13101,0,False
13102,0,False
13103,0,False
13104,0,False
13107,0,False
13108,0,False
13109,0,False
13110,0,False
13113,0,False
13115,0,False
13116,0,False
13117,0,False
13118,0,False
13121,0,False
13122,0,False
13124,0,False
13126,0,False
13127,0,False
13131,0,False
13133,0,False
13134,0,False
13136,0,False
13137,0,False
13138,0,False
13139,0,False
13140,0,False
13141,0,False
13142,0,False
13146,0,False
13148,0,False
13149,0,False
13151,0,False
13153,0,False
13155,0,False
13157,0,False
13158,0,False
13159,0,False
13160,0,False
13161,0,False
13162,0,False
13166,0,False
13167,0,False
13168,0,False
13169,0,False
13170,0,False
13171,0,False
13173,0,False
13174,0,False
13176,0,False
13177,0,False
13178,0,False
13183,0,False
13184,0,False
13186,0,False
13187,0,False
13192,0,False
13193,0,False
13194,0,False
13196,0,False
13198,0,False
13199,0,False
13200,0,False
13203,0,False
13207,0,False
13208,0,False
13209,0,False
13210,0,False
13211,0,False
13212,0,False
13213,0,False
13217,0,False
13218,0,False
13220,0,False
13221,0,False
13223,0,False
13224,0,False
13226,0,False
13227,0,False
13229,0,False
13230,0,False
13232,0,False
13235,0,False
13236,0,False
13238,0,False
13239,0,False
13240,0,False
13242,0,False
13243,0,False
13244,0,False
13245,0,False
13246,0,False
13247,0,False
13248,0,False
13249,0,False
13255,0,False
13258,0,False
13259,0,False
13260,0,False
13261,0,False
13262,0,False
13263,0,False
13265,0,False
13266,0,False
13267,0,False
13269,0,False
13272,0,False
13276,0,False
13277,0,False
13278,0,False
13279,0,False
13280,0,False
13282,0,False
13283,0,False
13284,0,False
13285,0,False
13291,0,False
13292,0,False
13294,0,False
13295,0,False
13296,0,False
13297,0,False
13298,0,False
13299,0,False
13300,0,False
13301,0,False
13304,0,False
13305,0,False
13308,0,False
13309,0,False
13310,0,False
13311,0,False
13313,0,False
13314,0,False
13317,0,False
13318,0,False
13319,0,False
13320,0,False
13321,0,False
13322,0,False
13323,0,False
13324,0,False
13325,0,False
13327,0,False
13328,0,False
13329,0,False
13330,0,False
13332,0,False
13334,0,False
13336,0,False
13338,0,False
13339,0,False
13340,0,False
13341,0,False
13343,0,False
13344,0,False
13345,0,False
13347,0,False
13348,0,False
13349,0,False
13350,0,False
13351,0,False
13352,0,False
13354,0,False
13355,0,False
13356,0,False
13357,0,False
13358,0,False
13359,0,False
13362,0,False
13363,0,False
13364,0,False
13365,0,False
13368,0,False
13369,0,False
13370,0,False
13372,0,False
13373,0,False
13375,0,False
13376,0,False
13379,0,False
13381,0,False
13382,0,False
13384,0,False
13385,0,False
13388,0,False
13389,0,False
13390,0,False
13394,0,False
13395,0,False
13396,0,False
13397,0,False
13398,0,False
13402,0,False
13403,0,False
13404,0,False
13405,0,False
13408,0,False
13410,0,False
13411,0,False
13414,0,False
13416,0,False
13417,0,False
13418,0,False
13419,0,False
13420,0,False
13421,0,False
13422,0,False
13425,0,False
13426,0,False
13427,0,False
13428,0,False
13429,0,False
13430,0,False
13431,0,False
13434,0,False
13435,0,False
13436,0,False
13437,0,False
13439,0,False
13441,0,False
13447,0,False
13448,0,False
13449,0,False
13450,0,False
13451,0,False
13453,0,False
13455,0,False
13456,0,False
13458,0,False
13460,0,False
13461,0,False
13462,0,False
13464,0,False
13466,0,False
13467,0,False
13468,0,False
13470,0,False
13471,0,False
13473,0,False
13474,0,False
13475,0,False
13476,0,False
13477,0,False
13479,0,False
13481,0,False
13482,0,False
13483,0,False
13484,0,False
13485,0,False
13486,0,False
13487,0,False
13488,0,False
13489,0,False
13491,0,False
13494,0,False
13495,0,False
13496,0,False
13497,0,False
13499,0,False
13500,0,False
13502,0,False
13503,0,False
13504,0,False
13506,0,False
13507,0,False
13508,0,False
13509,0,False
13510,0,False
13512,0,False
13513,0,False
13514,0,False
13515,0,False
13516,0,False
13517,0,False
13518,0,False
13519,0,False
13522,0,False
13523,0,False
13524,0,False
13527,0,False
13529,0,False
13531,0,False
13532,0,False
13533,0,False
13534,0,False
13536,0,False
13539,0,False
13544,0,False
13546,0,False
13548,0,False
13549,0,False
13551,0,False
13552,0,False
13555,0,False
13557,0,False
13558,0,False
13560,0,False
13561,0,False
13562,0,False
13565,0,False
13566,0,False
13568,0,False
13569,0,False
13570,0,False
13571,0,False
13572,0,False
13573,0,False
13575,0,False
13576,0,False
13577,0,False
13579,0,False
13581,0,False
13583,0,False
13584,0,False
13587,0,False
13588,0,False
13589,0,False
13590,0,False
13591,0,False
13592,0,False
13593,0,False
13594,0,False
13596,0,False
13598,0,False
13599,0,False
13600,0,False
13601,0,False
13602,0,False
13603,0,False
13606,0,False
13607,0,False
13610,0,False
13611,0,False
13614,0,False
13615,0,False
13617,0,False
13618,0,False
13621,0,False
13623,0,False
13626,0,False
13627,0,False
13630,0,False
13632,0,False
13634,0,False
13635,0,False
13636,0,False
13637,0,False
13638,0,False
13639,0,False
13642,0,False
13643,0,False
13644,0,False
13645,0,False
13647,0,False
13649,0,False
13650,0,False
13651,0,False
13652,0,False
13654,0,False
13655,0,False
13656,0,False
13657,0,False
13658,0,False
13659,0,False
13662,0,False
13663,0,False
13667,0,False
13668,0,False
13669,0,False
13670,0,False
13672,0,False
13673,0,False
13675,0,False
13680,0,False
13681,0,False
13682,0,False
13690,0,False
13692,0,False
13695,0,False
13697,0,False
13699,0,False
13700,0,False
13704,0,False
13705,0,False
13706,0,False
13707,0,False
13708,0,False
13709,0,False
13710,0,False
13711,0,False
13712,0,False
13715,0,False
13716,0,False
13717,0,False
13718,0,False
13719,0,False
13720,0,False
13721,0,False
13722,0,False
13723,0,False
13725,0,False
13726,0,False
13727,0,False
13728,0,False
13730,0,False
13731,0,False
13732,0,False
13735,0,False
13736,0,False
13737,0,False
13740,0,False
13741,0,False
13742,0,False
13743,0,False
13744,0,False
13745,0,False
13748,0,False
13750,0,False
13751,0,False
13752,0,False
13753,0,False
13754,0,False
13755,0,False
13756,0,False
13758,0,False
13759,0,False
13760,0,False
13761,0,False
13763,0,False
13764,0,False
13767,0,False
13769,0,False
13771,0,False
13772,0,False
13774,0,False
13778,0,False
13780,0,False
13781,0,False
13782,0,False
13784,0,False
13786,0,False
13787,0,False
13792,0,False
13799,0,False
13800,0,False
13801,0,False
13802,0,False
13803,0,False
13804,0,False
13806,0,False
13807,0,False
13808,0,False
13819,0,False
13821,0,False
13822,0,False
13823,0,False
13824,0,False
13826,0,False
13827,0,False
13828,0,False
13831,0,False
13833,0,False
13835,0,False
13837,0,False
13838,0,False
13842,0,False
13844,0,False
13845,0,False
13846,0,False
13849,0,False
13850,0,False
13851,0,False
13853,0,False
13856,0,False
13858,0,False
13859,0,False
13860,0,False
13862,0,False
13863,0,False
13865,0,False
13866,0,False
13867,0,False
13868,0,False
13869,0,False
13870,0,False
13871,0,False
13873,0,False
13874,0,False
13875,0,False
13876,0,False
13877,0,False
13878,0,False
13880,0,False
13881,0,False
13882,0,False
13883,0,False
13884,0,False
13885,0,False
13886,0,False
13887,0,False
13888,0,False
13889,0,False
13890,0,False
13892,0,False
13893,0,False
13894,0,False
13895,0,False
13897,0,False
13898,0,False
13899,0,False
13900,0,False
13901,0,False
13904,0,False
13908,0,False
13911,0,False
13914,0,False
13917,0,False
13918,0,False
13922,0,False
13923,0,False
13924,0,False
13925,0,False
13926,0,False
13927,0,False
13928,0,False
13929,0,False
13930,0,False
13931,0,False
13932,0,False
13933,0,False
13934,0,False
13936,0,False
13937,0,False
13938,0,False
13939,0,False
13940,0,False
13941,0,False
13946,0,False
13947,0,False
13948,0,False
13949,0,False
13950,0,False
13951,0,False
13952,0,False
13954,0,False
13955,0,False
13956,0,False
13959,0,False
13960,0,False
13962,0,False
13963,0,False
13967,0,False
13969,0,False
13971,0,False
13972,0,False
13973,0,False
13974,0,False
13975,0,False
13976,0,False
13978,0,False
13979,0,False
13980,0,False
13982,0,False
13983,0,False
13984,0,False
13985,0,False
13986,0,False
13988,0,False
13989,0,False
13990,0,False
13991,0,False
13992,0,False
13993,0,False
13994,0,False
13995,0,False
13999,0,False
14000,0,False
14001,0,False
14002,0,False
14004,0,False
14005,0,False
14006,0,False
14009,0,False
14012,0,False
14013,0,False
14015,0,False
14019,0,False
14020,0,False
14021,0,False
14022,0,False
14023,0,False
14024,0,False
14027,0,False
14029,0,False
14030,0,False
14031,0,False
14032,0,False
14034,0,False
14035,0,False
14036,0,False
14037,0,False
14038,0,False
14039,0,False
14040,0,False
14041,0,False
14044,0,False
14047,0,False
14048,0,False
14050,0,False
14052,0,False
14054,0,False
14055,0,False
14056,0,False
14057,0,False
14059,0,False
14060,0,False
14062,0,False
14064,0,False
14066,0,False
14067,0,False
14068,0,False
14071,0,False
14073,0,False
14075,0,False
14076,0,False
14077,0,False
14078,0,False
14079,0,False
14080,0,False
14081,0,False
14082,0,False
14083,0,False
14085,0,False
14087,0,False
14089,0,False
14092,0,False
14098,0,False
14099,0,False
14100,0,False
14102,0,False
14105,0,False
14107,0,False
14108,0,False
14109,0,False
14110,0,False
14111,0,False
14112,0,False
14113,0,False
14114,0,False
14116,0,False
14117,0,False
14121,0,False
14125,0,False
14126,0,False
14127,0,False
14128,0,False
14129,0,False
14130,0,False
14132,0,False
14133,0,False
14135,0,False
14138,0,False
14139,0,False
14140,0,False
14141,0,False
14142,0,False
14143,0,False
14146,0,False
14147,0,False
14149,0,False
14150,0,False
14152,0,False
14154,0,False
14155,0,False
14157,0,False
14158,0,False
14161,0,False
14162,0,False
14163,0,False
14164,0,False
14165,0,False
14167,0,False
14171,0,False
14173,0,False
14174,0,False
14175,0,False
14176,0,False
14177,0,False
14178,0,False
14179,0,False
14184,0,False
14188,0,False
14189,0,False
14191,0,False
14193,0,False
14194,0,False
14196,0,False
14198,0,False
14201,0,False
14204,0,False
14205,0,False
14206,0,False
14208,0,False
14209,0,False
14210,0,False
14211,0,False
14214,0,False
14215,0,False
14216,0,False
14217,0,False
14218,0,False
14219,0,False
14220,0,False
14221,0,False
14222,0,False
14223,0,False
14224,0,False
14226,0,False
14227,0,False
14229,0,False
14231,0,False
14232,0,False
14233,0,False
14234,0,False
14235,0,False
14236,0,False
14237,0,False
14238,0,False
14239,0,False
14240,0,False
14241,0,False
14242,0,False
14243,0,False
14245,0,False
14246,0,False
14247,0,False
14248,0,False
14250,0,False
14251,0,False
14256,0,False
14257,0,False
14259,0,False
14261,0,False
14262,0,False
14264,0,False
14267,0,False
14270,0,False
14271,0,False
14272,0,False
14273,0,False
14276,0,False
14280,0,False
14282,0,False
14284,0,False
14285,0,False
14287,0,False
14288,0,False
14289,0,False
14290,0,False
14291,0,False
14292,0,False
14293,0,False
14295,0,False
14297,0,False
14299,0,False
14304,0,False
14305,0,False
14306,0,False
14307,0,False
14309,0,False
14311,0,False
14312,0,False
14315,0,False
14317,0,False
14320,0,False
14321,0,False
14323,0,False
14326,0,False
14327,0,False
14329,0,False
14331,0,False
14332,0,False
14333,0,False
14334,0,False
14336,0,False
14338,0,False
14339,0,False
14340,0,False
14341,0,False
14342,0,False
14344,0,False
14345,0,False
14346,0,False
14348,0,False
14349,0,False
14350,0,False
14352,0,False
14353,0,False
14354,0,False
14355,0,False
14356,0,False
14357,0,False
14359,0,False
14360,0,False
14362,0,False
14364,0,False
14367,0,False
14368,0,False
14371,0,False
14373,0,False
14375,0,False
14377,0,False
14379,0,False
14381,0,False
14383,0,False
14385,0,False
14386,0,False
14387,0,False
14388,0,False
14389,0,False
14390,0,False
14395,0,False
14396,0,False
14397,0,False
14400,0,False
14401,0,False
14403,0,False
14404,0,False
14406,0,False
14407,0,False
14408,0,False
14409,0,False
14410,0,False
14411,0,False
14412,0,False
14413,0,False
14414,0,False
14415,0,False
14416,0,False
14418,0,False
14419,0,False
14420,0,False
14421,0,False
14422,0,False
14426,0,False
14427,0,False
14428,0,False
14431,0,False
14432,0,False
14436,0,False
14437,0,False
14438,0,False
14440,0,False
14441,0,False
14443,0,False
14446,0,False
14447,0,False
14448,0,False
14449,0,False
14450,0,False
14451,0,False
14452,0,False
14453,0,False
14457,0,False
14459,0,False
14461,0,False
14462,0,False
14463,0,False
14465,0,False
14466,0,False
14467,0,False
14470,0,False
14472,0,False
14473,0,False
14474,0,False
14475,0,False
14476,0,False
14479,0,False
14480,0,False
14481,0,False
14482,0,False
14483,0,False
14484,0,False
14485,0,False
14487,0,False
14488,0,False
14489,0,False
14491,0,False
14493,0,False
14494,0,False
14495,0,False
14496,0,False
14497,0,False
14498,0,False
14499,0,False
14500,0,False
14501,0,False
14502,0,False
14503,0,False
14504,0,False
14505,0,False
14506,0,False
14507,0,False
14508,0,False
14511,0,False
14512,0,False
14513,0,False
14514,0,False
14515,0,False
14517,0,False
14518,0,False
14520,0,False
14522,0,False
14523,0,False
14524,0,False
14525,0,False
14528,0,False
14530,0,False
14532,0,False
14534,0,False
14535,0,False
14536,0,False
14537,0,False
14538,0,False
14539,0,False
14540,0,False
14541,0,False
14542,0,False
14543,0,False
14544,0,False
14546,0,False
14547,0,False
14549,0,False
14550,0,False
14551,0,False
14552,0,False
14553,0,False
14554,0,False
14555,0,False
14557,0,False
14560,0,False
14561,0,False
14562,0,False
14565,0,False
14567,0,False
14569,0,False
14570,0,False
14572,0,False
14573,0,False
14577,0,False
14578,0,False
14582,0,False
14583,0,False
14584,0,False
14585,0,False
14586,0,False
14587,0,False
14591,0,False
14592,0,False
14593,0,False
14594,0,False
14595,0,False
14597,0,False
14598,0,False
14600,0,False
14601,0,False
14616,0,False
14618,0,False
14619,0,False
14620,0,False
14621,0,False
14622,0,False
14623,0,False
14624,0,False
14625,0,False
14626,0,False
14628,0,False
14629,0,False
14631,0,False
14632,0,False
14633,0,False
14636,0,False
14638,0,False
14639,0,False
14640,0,False
14641,0,False
14643,0,False
14644,0,False
14645,0,False
14647,0,False
14649,0,False
14651,0,False
14652,0,False
14653,0,False
14655,0,False
14656,0,False
14657,0,False
14658,0,False
14659,0,False
14660,0,False
14661,0,False
14662,0,False
14664,0,False
14665,0,False
14666,0,False
14667,0,False
14669,0,False
14670,0,False
14672,0,False
14673,0,False
14675,0,False
14676,0,False
14681,0,False
14684,0,False
14687,0,False
14688,0,False
14689,0,False
14690,0,False
14691,0,False
14692,0,False
14693,0,False
14696,0,False
14697,0,False
14698,0,False
14699,0,False
14700,0,False
14701,0,False
14702,0,False
14703,0,False
14704,0,False
14708,0,False
14709,0,False
14710,0,False
14712,0,False
14713,0,False
14714,0,False
14715,0,False
14719,0,False
14720,0,False
14722,0,False
14723,0,False
14725,0,False
14727,0,False
14729,0,False
14730,0,False
14731,0,False
14732,0,False
14733,0,False
14735,0,False
14737,0,False
14738,0,False
14739,0,False
14740,0,False
14741,0,False
14744,0,False
14745,0,False
14747,0,False
14748,0,False
14752,0,False
14753,0,False
14754,0,False
14755,0,False
14756,0,False
14757,0,False
14758,0,False
14759,0,False
14760,0,False
14761,0,False
14762,0,False
14764,0,False
14765,0,False
14766,0,False
14768,0,False
14770,0,False
14772,0,False
14775,0,False
14778,0,False
14780,0,False
14782,0,False
14784,0,False
14785,0,False
14788,0,False
14789,0,False
14790,0,False
14793,0,False
14794,0,False
14795,0,False
14798,0,False
14799,0,False
14800,0,False
14801,0,False
14803,0,False
14804,0,False
14806,0,False
14808,0,False
14810,0,False
14813,0,False
14815,0,False
14817,0,False
14818,0,False
14819,0,False
14820,0,False
14823,0,False
14824,0,False
14825,0,False
14828,0,False
14829,0,False
14830,0,False
14834,0,False
14836,0,False
14837,0,False
14840,0,False
14841,0,False
14844,0,False
14847,0,False
14849,0,False
14850,0,False
14851,0,False
14852,0,False
14853,0,False
14854,0,False
14855,0,False
14856,0,False
14857,0,False
14859,0,False
14860,0,False
14861,0,False
14862,0,False
14863,0,False
14867,0,False
14868,0,False
14869,0,False
14870,0,False
14871,0,False
14873,0,False
14875,0,False
14878,0,False
14880,0,False
14881,0,False
14882,0,False
14883,0,False
14886,0,False
14888,0,False
14889,0,False
14890,0,False
14891,0,False
14893,0,False
14894,0,False
14895,0,False
14896,0,False
14897,0,False
14898,0,False
14901,0,False
14902,0,False
14903,0,False
14905,0,False
14907,0,False
14908,0,False
14910,0,False
14913,0,False
14915,0,False
14916,0,False
14918,0,False
14920,0,False
14921,0,False
14923,0,False
14924,0,False
14929,0,False
14944,0,False
14947,0,False
14948,0,False
14950,0,False
14951,0,False
14952,0,False
14953,0,False
14954,0,False
14958,0,False
14959,0,False
14960,0,False
14961,0,False
14962,0,False
14963,0,False
14964,0,False
14965,0,False
14966,0,False
14967,0,False
14968,0,False
14970,0,False
14971,0,False
14972,0,False
14974,0,False
14975,0,False
14976,0,False
14978,0,False
14981,0,False
14984,0,False
14985,0,False
14987,0,False
14988,0,False
14995,0,False
14998,0,False
15000,0,False
15002,0,False
15004,0,False
15005,0,False
15006,0,False
15007,0,False
15009,0,False
15010,0,False
15012,0,False
15014,0,False
15016,0,False
15017,0,False
15018,0,False
15019,0,False
15021,0,False
15022,0,False
15023,0,False
15024,0,False
15025,0,False
15026,0,False
15027,0,False
15028,0,False
15030,0,False
15031,0,False
15032,0,False
15033,0,False
15034,0,False
15035,0,False
15036,0,False
15038,0,False
15039,0,False
15041,0,False
15042,0,False
15044,0,False
15045,0,False
15046,0,False
15047,0,False
15048,0,False
15049,0,False
15050,0,False
15051,0,False
15052,0,False
15053,0,False
15054,0,False
15057,0,False
15058,0,False
15059,0,False
15060,0,False
15062,0,False
15063,0,False
15065,0,False
15066,0,False
15067,0,False
15068,0,False
15069,0,False
15071,0,False
15073,0,False
15074,0,False
15075,0,False
15076,0,False
15078,0,False
15079,0,False
15081,0,False
15083,0,False
15087,0,False
15088,0,False
15089,0,False
15090,0,False
15091,0,False
15092,0,False
15093,0,False
15095,0,False
15096,0,False
15097,0,False
15099,0,False
15101,0,False
15103,0,False
15104,0,False
15105,0,False
15106,0,False
15107,0,False
15109,0,False
15110,0,False
15111,0,False
15113,0,False
15114,0,False
15115,0,False
15116,0,False
15117,0,False
15119,0,False
15120,0,False
15121,0,False
15122,0,False
15123,0,False
15124,0,False
15125,0,False
15127,0,False
15128,0,False
15129,0,False
15130,0,False
15132,0,False
15133,0,False
15134,0,False
15135,0,False
15136,0,False
15139,0,False
15140,0,False
15142,0,False
15143,0,False
15144,0,False
15145,0,False
15146,0,False
15147,0,False
15148,0,False
15149,0,False
15150,0,False
15152,0,False
15153,0,False
15154,0,False
15156,0,False
15157,0,False
15158,0,False
15159,0,False
15160,0,False
15163,0,False
15164,0,False
15165,0,False
15167,0,False
15168,0,False
15172,0,False
15174,0,False
15175,0,False
15179,0,False
15180,0,False
15181,0,False
15182,0,False
15184,0,False
15185,0,False
15186,0,False
15187,0,False
15192,0,False
15193,0,False
15194,0,False
15197,0,False
15198,0,False
15201,0,False
15203,0,False
15204,0,False
15205,0,False
15206,0,False
15208,0,False
15210,0,False
15211,0,False
15212,0,False
15213,0,False
15214,0,False
15215,0,False
15218,0,False
15219,0,False
15220,0,False
15223,0,False
15224,0,False
15225,0,False
15226,0,False
15227,0,False
15228,0,False
15230,0,False
15232,0,False
15234,0,False
15235,0,False
15236,0,False
15237,0,False
15238,0,False
15239,0,False
15240,0,False
15241,0,False
15243,0,False
15244,0,False
15245,0,False
15246,0,False
15247,0,False
15249,0,False
15251,0,False
15252,0,False
15253,0,False
15254,0,False
15255,0,False
15256,0,False
15258,0,False
15260,0,False
15261,0,False
